date,AED,ARS,AUD,BGN,BRL,CAD,CHF,CZK,DKK,EUR,GBP,HRK,HUF,MXN,NOK,NZD,PLN,RON,RSD,RUB,SEK,TRY,TWD,UAH,USD,VND,ZAR,BOB,CLP,CNY,COP,EGP,HKD,IDR,ILS,INR,JPY,KRW,MAD,MYR,PEN,PHP,PKR,SAR,SGD,THB
2018-06-25,3.673,27.0381,1.3482,1.6753,3.7811,1.3297,0.9875,22.1647,6.3831,0.8565,0.7539,6.329,278.7229,20.0435,8.1131,1.4498,3.7125,3.9967,101.1207,62.9286,8.8679,4.6601,30.3952,26.2214,1,22886.41,13.5279,6.9167,638.6716,6.5334,2927.4106,17.8879,7.8469,14142.02,3.6148,68.0156,109.5713,1115.6787,9.4968,4.014,3.2704,53.4545,121.5652,3.7503,1.3625,32.9692
2018-06-26,3.673,27.0885,1.3513,1.6751,3.7808,1.3302,0.9891,22.1874,6.3823,0.8565,0.7548,6.3283,279.0743,19.9178,8.1164,1.4556,3.7176,3.9956,101.0989,62.9571,8.8602,4.6524,30.4319,26.2015,1,22898.75,13.5441,6.91,639.5597,6.5672,2919.6809,17.8887,7.8483,14187.9778,3.6291,68.2047,109.7826,1117.2198,9.4955,4.0238,3.2674,53.5862,121.4941,3.7503,1.3619,32.9956
2018-06-27,3.67305,27.2142,1.357,1.6842,3.824,1.3316,0.9934,22.3065,6.4162,0.8611,0.759,6.3566,281.5648,20.0337,8.157,1.4681,3.7395,4.0094,101.6079,63.1568,8.9199,4.6259,30.4979,26.3315,1,22940.53,13.7059,6.9248,643.3767,6.5996,2934.0854,17.8913,7.8478,14210.0343,3.645,68.6622,110.0921,1120.0873,9.5267,4.0282,3.2714,53.5528,121.7169,3.7503,1.3645,33.024
2018-06-28,3.6731,27.8301,1.3609,1.6909,3.8585,1.3296,0.9933,22.4428,6.4418,0.8645,0.764,6.3822,283.7599,19.9834,8.1887,1.4784,3.7688,4.0265,101.9896,63.0714,9,4.6073,30.5812,26.3973,1,22971.96,13.8368,6.932,647.2149,6.6207,2946.5438,17.8894,7.848,14326.7082,3.6521,68.9013,110.3184,1122.1338,9.5479,4.0416,3.2754,53.5091,121.8074,3.7503,1.3678,33.1141
2018-06-29,3.6731,28.446,1.3539,1.68245,3.864,1.3198,0.9932,22.2877,6.3971,0.8585,0.7603,6.3448,282.4791,19.7494,8.1546,1.4778,3.7494,4.0021,101.2869,62.7695,8.9672,4.5827,30.4826,26.3891,1,22961.58,13.7427,6.924,650.6807,6.6207,2941.207,17.8901,7.8468,14307.7634,3.6558,68.507,110.6807,1114.6499,9.5011,4.037,3.2774,53.3767,121.799,3.7504,1.3639,33.0943
2018-06-30,3.673,28.9369,1.3501,1.674,3.8778,1.3135,0.9906,22.2307,6.3768,0.8559,0.7572,6.32,281.6255,19.908,8.1462,1.4759,3.7412,3.9916,101.001,62.7673,8.9461,4.587,30.4793,26.3892,1,22959.25,13.7255,6.9203,653.92,6.6198,2931.05,17.8928,7.8463,14268,3.6569,68.427,110.694,1114.475,9.481,4.0322,3.2791,53.3415,121.7325,3.7504,1.3629,33.016
2018-07-01,3.673,28.9401,1.3502,1.6742,3.8774,1.3137,0.9906,22.2338,6.3777,0.856,0.7572,6.32,281.6757,19.9009,8.1476,1.4758,3.7412,3.992,101.17875,62.7909,8.9479,4.5888,30.4809,26.3871,1,22959.25,13.7249,6.9203,653.92,6.6202,2931.0363,17.8944,7.8464,14273.2347,3.6571,68.426,110.6953,1114.6343,9.4813,4.0321,3.279,53.3443,121.7322,3.7504,1.3629,33.0202
2018-07-02,3.6731,28.7571,1.3596,1.6811,3.8922,1.3183,0.9933,22.37,6.4043,0.8595,0.7604,6.3447,283.4479,19.9919,8.1782,1.4851,3.7728,4.0064,101.3565,63.241,8.9809,4.6167,30.5463,26.2816,1,22939.94,13.8196,6.9115,655.5155,6.6559,2932.177,17.9158,7.8454,14375.1279,3.6655,68.6587,110.8209,1118.9379,9.5024,4.0417,3.2822,53.432,121.5872,3.7504,1.3679,33.1454
2018-07-03,3.6731,28.1367,1.3562,1.6788,3.9035,1.3164,0.9931,22.4093,6.3959,0.8584,0.7593,6.3392,281.8047,19.7275,8.1445,1.4852,3.7752,4.0004,101.2719,63.2621,8.8819,4.6562,30.5701,26.3094,1,23008.87,13.7549,6.9164,654.4667,6.6603,2921.0174,17.9075,7.8453,14384.2974,3.6572,68.6564,110.7536,1116.5107,9.492,4.0454,3.2861,53.425,121.7361,3.7504,1.3673,33.1911
2018-07-04,3.6731,27.9885,1.3531,1.6779,3.9032,1.314,0.9923,22.3623,6.3922,0.8579,0.7567,6.3401,279.8242,19.4605,8.117,1.4783,3.7638,3.9991,101.2183,63.2339,8.8038,4.6798,30.5306,26.3701,1,23038.5,13.6825,6.9138,651.1174,6.6297,2908.91,17.8941,7.8432,14353.193,3.6527,68.6206,110.4618,1115.9721,9.4837,4.0493,3.2881,53.4062,121.7324,3.7503,1.3643,33.1445
2018-07-05,3.6731,28.0894,1.3541,1.6738,3.9187,1.3139,0.9929,22.2278,6.3768,0.8558,0.7559,6.3296,277.3358,19.3351,8.079,1.4748,3.7362,3.9894,100.9709,63.193,8.7653,4.6309,30.5505,26.411,1,23036.35,13.6218,6.9164,653.6271,6.6367,2896.0206,17.8882,7.847,14387.4255,3.6412,68.7762,110.586,1118.6274,9.4665,4.0472,3.2888,53.4275,121.6791,3.7503,1.3649,33.2101
2018-07-06,3.6731,28.0385,1.349,1.6685,3.9125,1.312,0.9916,22.1116,6.3576,0.8531,0.7548,6.315,275.9796,19.1529,8.046,1.4662,3.7159,3.9756,100.6616,63.1021,8.7509,4.5924,30.4906,26.3852,1,23036.28,13.5293,6.9197,656.768,6.6457,2874.4562,17.8895,7.8482,14373.6835,3.6308,68.7823,110.5654,1116.6065,9.4465,4.0415,3.2863,53.3724,121.6696,3.7503,1.3606,33.1764
2018-07-07,3.67305,27.9203,1.3461,1.6654,3.8654,1.3093,0.99,22.0505,6.3456,0.8515,0.7526,6.303,275.0875,19.0444,8.0316,1.4625,3.7067,3.9644,100.494,62.9713,8.7249,4.5737,30.4428,26.387,1,23037,13.4831,6.9211,656.9225,6.6433,2873.925,17.8887,7.848,14344.75,3.625,68.726,110.468,1115.5475,9.4352,4.0403,3.2825,53.3293,121.5775,3.7503,1.3578,33.15
2018-07-08,3.673,27.92265,1.346,1.6653,3.8654,1.3093,0.98975,22.0496,6.3453,0.8514,0.7525,6.3024,275.1121,19.047,8.0312,1.4625,3.7069,3.9644,100.4901,62.968,8.7251,4.5743,30.4445,26.3792,1,23031.29,13.4819,6.9195,656.9225,6.6431,2873.8515,17.8873,7.848,14344.4676,3.6256,68.7283,110.4644,1115.4447,9.435,4.0402,3.282,53.3318,121.5555,3.7503,1.3578,33.1515
2018-07-09,3.673,27.925,1.3395,1.66595,3.8661,1.3093,0.9895,22.0013,6.3381,0.8504,0.7525,6.3017,274.894,19.0958,8.0152,1.4617,3.6814,3.9633,100.3994,62.7422,8.7154,4.5898,30.3627,26.2874,1,23017.6,13.4109,6.9106,653.4631,6.6194,2877.6418,17.8943,7.8483,14306.0391,3.6255,68.6205,110.6113,1112.2802,9.4312,4.0315,3.2811,53.394,121.6165,3.7504,1.3557,33.1072
2018-07-10,3.6731,27.7279,1.3411,1.6666,3.8491,1.3126,0.9927,22.0449,6.3514,0.8521,0.7543,6.3096,276.2482,19.0985,8.0266,1.4635,3.6795,3.9694,100.5866,62.2275,8.738,4.7064,30.3904,26.2673,1,23046.77,13.3828,6.9227,649.7047,6.6243,2878.6275,17.9054,7.8484,14341.8892,3.6346,68.6592,111.1405,1114.684,9.4403,4.0173,3.2767,53.5005,121.6802,3.7504,1.3558,33.149
2018-07-11,3.6731,27.4369,1.3521,1.6701,3.8382,1.3158,0.9936,22.1299,6.3647,0.8539,0.7552,6.3171,277.2757,19.0259,8.0662,1.4728,3.6974,3.9785,100.8675,62.1036,8.7818,4.7862,30.5727,26.257,1,23035.96,13.4724,6.9207,650.5259,6.6697,2879.4272,17.8957,7.849,14380.2299,3.6419,68.7342,111.3962,1123.353,9.4522,4.0311,3.2755,53.5776,121.6513,3.7507,1.361,33.2887
2018-07-12,3.6731,27.3067,1.3529,1.6752,3.8745,1.3184,0.9989,22.2067,6.3852,0.8565,0.7571,6.336,278.3604,18.9657,8.1056,1.4778,3.7072,3.9905,101.1484,62.231,8.8456,4.8544,30.546,26.2895,1,23063.18,13.4173,6.9269,650.5683,6.6742,2887.0468,17.895,7.8486,14379.1573,3.6458,68.4186,112.4056,1125.663,9.4703,4.0387,3.2773,53.4882,121.8207,3.7504,1.363,33.2514
2018-07-13,3.6731,27.2189,1.3504,1.6775,3.8727,1.3171,1.003,22.2272,6.3939,0.8577,0.7585,6.3464,277.7856,18.9527,8.1292,1.4797,3.7049,3.9937,101.2592,62.3546,8.8945,4.8508,30.5987,26.2701,1,23049.47,13.2979,6.9207,649.4304,6.6857,2868.6172,17.8937,7.8487,14383.7998,3.6418,68.3472,112.5254,1128.6874,9.4783,4.0436,3.2719,53.5225,121.7299,3.7504,1.3657,33.3061
2018-07-14,3.6731,27.2544,1.3475,1.6737,3.8516,1.3158,1.0014,22.1557,6.3794,0.8557,0.7556,6.332,276.2845,18.8868,8.1177,1.478,3.692,3.9811,101.0125,62.574,8.8848,4.8553,30.5955,26.278,1,23049.5,13.2761,6.9214,650.41,6.6906,2859.11,17.8878,7.8486,14378.25,3.6389,68.396,112.358,1129.69,9.4645,4.052,3.2681,53.54,121.65,3.7505,1.3654,33.316
2018-07-15,3.6731,27.2548,1.3476,1.6737,3.8519,1.3158,1.0015,22.1572,6.3795,0.8558,0.7556,6.3319,276.344,18.8878,8.1177,1.4781,3.6921,3.9816,101.0137,62.5619,8.8848,4.8556,30.5951,26.2752,1,23049.5,13.2748,6.9214,650.41,6.6907,2859.1107,17.8882,7.8486,14377.5763,3.6396,68.396,112.3592,1129.7216,9.4646,4.0517,3.2682,53.5394,121.642,3.7505,1.3654,33.3179
2018-07-16,3.6731,27.2823,1.3469,1.6713,3.8561,1.3144,0.999,22.1137,6.3697,0.8545,0.755,6.3202,275.7936,18.8495,8.1039,1.4759,3.6801,3.9784,100.8687,62.34,8.8422,4.8432,30.5606,26.2198,1,23026.65,13.2303,6.9121,649.5446,6.6872,2863.9075,17.895,7.8487,14380.7158,3.6336,68.4679,112.3789,1128.0485,9.4567,4.0402,3.2655,53.4946,121.887,3.7504,1.3626,33.2799
2018-07-17,3.6731,27.4156,1.3504,1.6723,3.8565,1.316,0.9972,22.1163,6.3736,0.8551,0.7582,6.3212,276.4019,18.8735,8.115,1.4705,3.6767,3.9809,100.8864,62.4735,8.8156,4.8255,30.5411,26.2707,1,23052.82,13.2453,6.9282,652.2051,6.692,2874.0935,17.8958,7.8487,14378.8417,3.6289,68.2787,112.6177,1126.057,9.4582,4.0411,3.2684,53.4357,124.1312,3.7504,1.3624,33.2793
2018-07-18,3.6731,27.5447,1.3553,1.6803,3.8409,1.3208,0.9987,22.2118,6.4036,0.8591,0.7651,6.3513,278.2982,18.9232,8.169,1.4753,3.6982,3.998,101.3519,62.9303,8.8609,4.8017,30.6126,26.3558,1,23072.97,13.2904,6.929,654.1635,6.7164,2872.9955,17.8965,7.8493,14410.6675,3.6385,68.3717,112.9077,1130.872,9.483,4.0556,3.2745,53.4829,127.9118,3.7503,1.3663,33.3295
2018-07-19,3.6731,27.6738,1.3568,1.6772,3.8553,1.3226,1.0002,22.2618,6.4091,0.86,0.7678,6.3596,279.9399,19.0067,8.219,1.481,3.7199,4.0032,101.4502,63.3894,8.9035,4.8167,30.6872,26.3941,1,23044.74,13.432,6.9195,657.8421,6.7619,2872.9852,17.8984,7.8494,14479.8461,3.6453,68.8065,112.7483,1135.193,9.4876,4.0672,3.2723,53.5944,128.0881,3.7503,1.3699,33.4347
2018-07-20,3.6731,27.6811,1.3535,1.6741,3.804,1.32,0.9963,22.1604,6.3785,0.856,0.7652,6.3294,279.0296,19.0414,8.206,1.4752,3.7066,3.9842,100.9832,63.503,8.885,4.8033,30.6553,26.4426,1,23035.23,13.4762,6.9097,661.8103,6.7777,2878.9307,17.8992,7.8492,14489.6981,3.637,68.737,112.0192,1131.5861,9.4599,4.064,3.2699,53.4213,128.6796,3.7504,1.3662,33.3982
2018-07-21,3.673,27.601,1.348,1.6686,3.7707,1.3146,0.9924,22.0609,6.357,0.8531,0.7614,6.3074,277.544,19.0258,8.1801,1.4682,3.685,3.9702,100.82515,63.1088,8.8503,4.7936,30.5763,26.483,1,23053,13.4029,6.92,660.69,6.7694,2872,17.8972,7.8498,14413.175,3.6284,68.65,111.447,1127.455,9.4402,4.0618,3.2758,53.3225,128.5,3.7503,1.3627,33.34
2018-07-22,3.673,27.594,1.3479,1.6684,3.7708,1.3144,0.9924,22.0602,6.3564,0.853,0.7614,6.3068,277.5437,19.0265,8.1791,1.4683,3.6852,3.9703,100.6671,63.1509,8.8505,4.7922,30.5785,26.4706,1,23043.54,13.4045,6.9174,660.69,6.769,2871.9396,17.8955,7.8497,14415.3008,3.6292,68.6523,111.4349,1127.2556,9.4394,4.0618,3.274,53.3258,128.4852,3.7503,1.3626,33.3399
2018-07-23,3.6731,27.5837,1.3512,1.6698,3.7782,1.3148,0.9919,22.0654,6.3614,0.8537,0.7619,6.3141,278.2744,19.0365,8.1772,1.4704,3.6919,3.9704,100.7649,63.1898,8.8509,4.7559,30.6418,26.3989,1,23088.48,13.4705,6.8995,661.2151,6.7769,2880.0748,17.8865,7.8482,14486.1705,3.6381,68.7519,111.1797,1132.6127,9.4394,4.0615,3.2714,53.4514,128.4787,3.7504,1.3637,33.4013
2018-07-24,3.6731,27.5555,1.3514,1.6732,3.7653,1.3165,0.9936,22.0323,6.3741,0.8555,0.7621,6.3302,279.126,18.8843,8.1857,1.4717,3.6914,3.9675,100.946,63.0076,8.8415,4.8225,30.6635,26.5918,1,23245.62,13.3794,6.9219,658.7838,6.8007,2902.4661,17.9,7.8464,14523.0117,3.6497,68.8255,111.2122,1130.5911,9.4489,4.0628,3.2775,53.3675,128.7119,3.7503,1.3648,33.4024
2018-07-25,3.6731,27.4293,1.3474,1.6721,3.7258,1.3111,0.9927,21.9363,6.3699,0.8549,0.7598,6.3275,278.4004,18.7859,8.1649,1.4679,3.6761,3.9551,100.8655,63.0644,8.7981,4.8434,30.5681,26.6637,1,23240.51,13.2117,6.9237,651.5058,6.7762,2890.0516,17.8993,7.8457,14458.2979,3.6439,68.6603,111.0834,1123.0442,9.4449,4.0521,3.2764,53.3009,128.9734,3.7504,1.362,33.2959
2018-07-26,3.6731,27.3908,1.3491,1.6727,3.7105,1.3054,0.9927,21.9245,6.3725,0.8552,0.7598,6.3306,277.433,18.6717,8.1576,1.4679,3.6685,3.9597,100.8814,62.914,8.7786,4.8298,30.574,26.6398,1,23181.02,13.187,6.9087,646.9416,6.7816,2884.5894,17.8955,7.8474,14458.8997,3.6409,68.6006,110.9556,1121.1493,9.4467,4.0597,3.2713,53.3982,128.8332,3.7503,1.3616,33.3237
2018-07-27,3.6731,27.3689,1.3529,1.6792,3.7315,1.3063,0.9949,22.0087,6.3961,0.8586,0.763,6.3545,277.2974,18.6224,8.1904,1.4741,3.6815,3.9751,101.289,62.854,8.8311,4.8603,30.599,26.7833,1,23233.28,13.2149,6.9291,645.775,6.8134,2883.4145,17.8681,7.8482,14399.2868,3.6571,68.5667,111.0413,1117.6659,9.4703,4.0635,3.2739,53.2944,128.9017,3.7504,1.3624,33.5851
2018-07-28,3.6731,27.3454,1.3511,1.6778,3.713,1.3057,0.99475,21.997,6.3904,0.8579,0.763,6.3481,276.6915,18.6309,8.1909,1.4728,3.6756,3.9674,101.2425,62.6515,8.8368,4.8533,30.571,26.801,1,23233.78,13.1803,6.9176,643.3775,6.8127,2887,17.8317,7.8476,14373,3.6519,68.56,111.031,1115.29,9.4655,4.0622,3.2689,53.2135,128.625,3.7504,1.3615,34.652
2018-07-29,3.6731,27.3219,1.3511,1.67575,3.7131,1.3058,0.9946,21.9947,6.3902,0.8578,0.763,6.3482,276.6809,18.6296,8.1906,1.4726,3.6755,3.9674,101.24,62.6623,8.8367,4.8536,30.5725,26.8001,1,23233.78,13.1809,6.9176,643.3775,6.8126,2886.9996,17.8312,7.8476,14376.2437,3.6527,68.5549,111.0224,1115.3046,9.4654,4.0621,3.2689,53.2165,128.6283,3.7504,1.3616,34.5273
2018-07-30,3.6731,27.3067,1.3511,1.6737,3.7185,1.3045,0.9915,21.9251,6.3745,0.8558,0.762,6.3332,275.6412,18.5878,8.1602,1.4679,3.6608,3.9583,100.9889,62.5376,8.7845,4.8787,30.602,26.7608,1,23216.18,13.176,6.9103,641.56,6.8191,2880.638,17.8784,7.8484,14401.5243,3.6618,68.5741,111.0413,1117.3085,9.4511,4.0602,3.2675,53.1728,124.6888,3.7503,1.3617,33.3238
2018-07-31,3.6731,27.3146,1.3467,1.6703,3.7409,1.3031,0.9888,21.8531,6.3625,0.854,0.7615,6.3213,274.1636,18.5894,8.1407,1.4668,3.6507,3.9499,101.0188,62.3587,8.7682,4.9042,30.6126,26.8456,1,23262.8,13.1528,6.911,638.3767,6.8195,2879.9331,17.8798,7.8488,14415.7477,3.6671,68.4823,111.5191,1116.2918,9.4372,4.0584,3.269,53.0805,123.1565,3.7504,1.3614,33.2423
2018-08-01,3.6731,27.4759,1.3498,1.675,3.7526,1.3011,0.9918,21.9083,6.3814,0.8564,0.7622,6.34,274.8387,18.6367,8.1681,1.4712,3.6562,3.9583,101.0487,62.7704,8.804,4.9471,30.6232,27.0001,1,23300.08,13.2492,6.9226,639.5857,6.8132,2892.0397,17.8711,7.8491,14438.7325,3.6747,68.321,111.8354,1118.7084,9.4518,4.0615,3.2731,53.0386,123.7576,3.7504,1.3619,33.162
2018-08-02,3.6731,27.5098,1.3557,1.683,3.7542,1.3016,0.994,22.0472,6.4126,0.8605,0.7655,6.3732,276.4071,18.6481,8.2121,1.4791,3.6755,3.9764,101.5457,63.229,8.8543,5.0428,30.6987,27.0612,1,23299.53,13.3663,6.9255,643.8884,6.8324,2900.2187,17.8732,7.8493,14479.7851,3.6846,68.4042,111.5798,1126.5522,9.4698,4.0722,3.2719,53.0988,123.7817,3.7503,1.3663,33.2513
2018-08-03,3.6731,27.3882,1.3546,1.6886,3.7321,1.3003,0.9947,22.1429,6.4345,0.8634,0.7686,6.397,276.8616,18.6227,8.2431,1.4834,3.6842,3.9886,101.8798,63.3587,8.9036,5.0838,30.6511,27.1348,1,23307.37,13.3886,6.922,644.5299,6.8492,2900.7856,17.8743,7.8491,14491.9981,3.6928,68.487,111.4773,1125.6977,9.4724,4.0795,3.2722,53.104,123.6753,3.7504,1.3676,33.2898
2018-08-04,3.6731,27.29,1.3519,1.6906,3.706,1.2993,0.9948,22.1493,6.4434,0.8644,0.7691,6.4079,276.82,18.5617,8.2565,1.4828,3.6845,3.9911,102.0425,63.5283,8.9179,5.0812,30.585,27.147,1,23305.75,13.3244,6.9158,643.9875,6.8314,2892.575,17.8709,7.8489,14476.2,3.6898,68.389,111.263,1123.1725,9.4751,4.0811,3.2672,53.08,124.16,3.7504,1.3667,33.256
2018-08-05,3.6731,27.2906,1.3519,1.6907,3.7059,1.2994,0.9947,22.1544,6.4435,0.8644,0.7691,6.408,276.8054,18.5617,8.2564,1.4828,3.6838,3.9908,102.044,63.506,8.9183,5.0837,30.5863,27.1445,1,23305.75,13.3266,6.9158,643.9873,6.8314,2892.5678,17.8719,7.8489,14480.2682,3.6899,68.3911,111.2579,1123.1872,9.4755,4.0812,3.2673,53.0796,124.1565,3.7504,1.3668,33.2544
2018-08-06,3.6731,27.3573,1.3532,1.6925,3.7158,1.3008,0.9962,22.1876,6.4492,0.8654,0.7716,6.4182,276.9993,18.5557,8.2531,1.4846,3.6886,4.0069,102.1289,63.5698,8.9279,5.1914,30.635,27.1408,1,23315.12,13.3974,6.9248,645.1871,6.846,2895.0627,17.8734,7.849,14484.7773,3.6972,68.617,111.3641,1125.1076,9.4742,4.0799,3.2699,52.9276,123.523,3.7503,1.3677,33.3124
2018-08-07,3.6731,27.4079,1.3482,1.6885,3.7326,1.301,0.9954,22.1174,6.4337,0.8633,0.7723,6.404,276.1964,18.4832,8.2149,1.4842,3.6741,4.0085,101.8418,63.54,8.9199,5.265,30.5841,27.0635,1,23296.92,13.3596,6.9199,643.9333,6.8356,2897.7343,17.88,7.8493,14445.4282,3.6915,68.6013,111.2855,1121.6245,9.452,4.0765,3.2672,52.8947,123.4758,3.7503,1.3655,33.2579
2018-08-08,3.6731,27.4585,1.3471,1.68885,3.7545,1.3054,0.9946,22.05,6.4226,0.8617,0.775,6.4011,275.395,18.4636,8.2098,1.4837,3.671,4.0011,101.6859,64.3736,8.9359,5.279,30.6048,27.0063,1,23295.28,13.3746,6.9185,643.7622,6.8315,2901.825,17.8745,7.8495,14434.1717,3.6807,68.5034,111.0737,1118.9754,9.4403,4.0745,3.2674,53.029,123.7937,3.7504,1.3636,33.217
2018-08-09,3.6731,27.7809,1.3495,1.6892,3.7836,1.3031,0.993,22.1001,6.4393,0.8637,0.7774,6.4183,276.5641,18.5739,8.257,1.5049,3.6898,4.0116,101.8445,66.0792,8.9762,5.4337,30.6427,27.1023,1,23277.73,13.5417,6.9211,645.1302,6.8213,2911.6178,17.8647,7.8496,14408.2787,3.6835,68.5684,110.9934,1119.3075,9.4514,4.0714,3.2679,53.0635,123.6967,3.7504,1.3644,33.191
2018-08-10,3.6731,28.6174,1.3664,1.7077,3.8304,1.3098,0.9947,22.3691,6.5087,0.8731,0.7823,6.4855,281.495,18.8604,8.3447,1.5164,3.7441,4.0646,102.57225,67.1281,9.086,6.1011,30.7264,27.2732,1,23301.91,13.9206,6.9295,650.809,6.8457,2919.5456,17.8607,7.8498,14497.1022,3.7066,68.872,110.8535,1128.3838,9.5173,4.0811,3.2771,53.1698,123.9279,3.7504,1.3709,33.279
2018-08-11,3.6731,29.314,1.3705,1.714,3.8651,1.3136,0.9954,22.4801,6.5318,0.8764,0.783,6.5046,283.142,18.9026,8.3617,1.5195,3.7604,4.0786,103.3,67.5517,9.123,6.4805,30.747,27.2565,1,23278.75,14.0684,6.9172,654.75,6.8468,2928.5,17.858,7.8497,14538.5,3.7186,69.021,110.872,1129.665,9.5373,4.082,3.2767,53.2003,123.9625,3.7504,1.3734,33.321
2018-08-12,3.6731,29.3079,1.3707,1.7144,3.8655,1.3138,0.9952,22.4859,6.5332,0.8766,0.7831,6.5058,283.2628,18.9201,8.3636,1.5195,3.7624,4.079,103.3144,67.5938,9.1259,6.507,30.7485,27.2532,1,23278.75,14.0909,6.9172,654.6844,6.8474,2930.3457,17.8608,7.8497,14532.7634,3.7185,69.0223,110.8361,1129.8685,9.5381,4.0824,3.2771,53.2032,123.9752,3.7504,1.3735,33.317
2018-08-13,3.673,29.5872,1.3748,1.7165,3.8795,1.3145,0.9939,22.5672,6.5416,0.8777,0.7838,6.5168,284.3039,19.1954,8.3805,1.5197,3.7797,4.0869,103.4946,68.163,9.1404,6.8974,30.842,27.4089,1,23320.55,14.4785,6.9246,657.1667,6.8836,2962.4414,17.9034,7.8498,14624.1021,3.7061,69.7477,110.5173,1134.8574,9.547,4.0958,3.2854,53.4243,123.946,3.7504,1.3759,33.3696
2018-08-14,3.6731,29.7784,1.3782,1.7184,3.8794,1.3093,0.9931,22.5955,6.5492,0.8786,0.7841,6.525,283.7215,18.9801,8.3796,1.5178,3.7782,4.0915,103.6495,66.866,9.1198,6.5858,30.8213,27.4457,1,23304.43,14.2346,6.9118,661.7458,6.884,2999.5159,17.9005,7.8499,14597.8535,3.6899,69.9162,110.9846,1129.5585,9.5535,4.0933,3.288,53.4768,123.5694,3.7504,1.3757,33.2973
2018-08-15,3.6731,29.8554,1.3836,1.7258,3.8851,1.3108,0.9955,22.7104,6.5786,0.8824,0.7873,6.5543,285.8542,19.0683,8.4443,1.5248,3.8111,4.1115,104.0872,67.0093,9.1895,6.1559,30.8633,27.5273,1,23335.14,14.4983,6.9255,666.0293,6.9167,3029.9414,17.8996,7.8499,14635.8622,3.6858,70.4168,110.9805,1134.1276,9.5798,4.1016,3.3087,53.5493,123.4881,3.7506,1.38,33.3375
2018-08-16,3.6731,29.8208,1.3766,1.7196,3.8991,1.3142,0.9945,22.6235,6.5555,0.8792,0.7866,6.5272,284.8669,19.0554,8.4561,1.5186,3.7891,4.0973,103.7284,66.9653,9.1925,5.8543,30.8077,27.5721,1,23302.82,14.5855,6.9135,668.6081,6.8953,3036.7695,17.8996,7.8496,14607.7628,3.6787,70.179,110.8246,1128.5752,9.5601,4.0983,3.3106,53.4119,123.1073,3.7507,1.3759,33.2336
2018-08-17,3.6731,29.84015,1.3731,1.7151,3.9163,1.3112,0.99505,22.5563,6.5397,0.8769,0.7856,6.5069,283.5724,19.0077,8.4709,1.5132,3.7728,4.0827,103.4856,67.1188,9.1816,5.9859,30.7705,27.8394,1,23300.64,14.7394,6.9188,668.6767,6.8805,3024.7305,17.8994,7.8496,14603.3113,3.667,70.0195,110.6205,1123.3089,9.546,4.1052,3.3151,53.3797,123.2342,3.7507,1.3734,33.2055
2018-08-18,3.6732,29.8595,1.3673,1.7125,3.9109,1.3059,0.9956,22.4641,6.5196,0.8742,0.7844,6.4835,282.137,18.8905,8.4516,1.5065,3.7535,4.0695,103.2,67.0159,9.1542,6.0152,30.7283,27.9015,1,23294.25,14.6546,6.9222,667.7,6.8755,3033.5,17.8995,7.8497,14583.775,3.6595,69.81,110.5065,1119.6025,9.5225,4.1055,3.3163,53.311,123.635,3.7506,1.371,33.163
2018-08-19,3.6731,29.8597,1.3673,1.7099,3.9113,1.3059,0.9955,22.4653,6.5197,0.8742,0.7844,6.4839,282.1706,18.8911,8.4515,1.5067,3.7543,4.0699,103.2012,67.0279,9.1546,6.0119,30.7279,27.9027,1,23294.25,14.6631,6.9222,667.8355,6.8757,3033.4538,17.899,7.8496,14583.8687,3.6601,69.8094,110.5092,1119.5431,9.523,4.1053,3.3165,53.3133,123.6182,3.7506,1.371,33.1663
2018-08-20,3.6731,29.8667,1.367,1.7095,3.9334,1.3062,0.9939,22.4823,6.519,0.8741,0.7835,6.4833,282.7928,18.9607,8.4582,1.5092,3.7636,4.0648,102.7401,67.1495,9.1684,6.0879,30.7616,27.7758,1,23262.54,14.5972,6.9129,668.8144,6.8582,3031.3063,17.9135,7.8496,14586.3313,3.6619,69.7976,110.4164,1120.6951,9.5249,4.1019,3.3085,53.3556,123.0263,3.7506,1.3708,33.0416
2018-08-21,3.6731,29.9088,1.3593,1.6953,3.9892,1.3033,0.9871,22.3057,6.4653,0.8668,0.7779,6.4315,280.3698,18.9294,8.4177,1.4985,3.7272,4.0256,102.279,67.2105,9.1188,6.0873,30.6951,27.6899,1,23243.8,14.4101,6.9091,666.2171,6.8453,3011.323,17.8916,7.8496,14581.2917,3.6492,69.7699,110.2168,1117.4596,9.4871,4.0979,3.3004,53.3646,123.1332,3.7507,1.3668,32.7218
2018-08-22,3.6731,30.0925,1.3603,1.6879,4.0555,1.302,0.9834,22.204,6.4368,0.863,0.7748,6.4074,278.8908,18.8382,8.3697,1.4927,3.6972,4.0089,101.8722,67.7872,9.0776,6.0603,30.71,27.8065,1,23254.18,14.3031,6.9114,662.6877,6.8425,2971.4804,17.8698,7.8497,14589.0262,3.6357,69.8503,110.4186,1118.3064,9.4629,4.1003,3.2899,53.4143,123.0761,3.7506,1.3665,32.7054
