date,AED,ARS,AUD,BGN,BRL,CAD,CHF,CZK,DKK,EUR,GBP,HRK,HUF,MXN,NOK,NZD,PLN,RON,RSD,RUB,SEK,TRY,TWD,UAH,USD,VND,ZAR,BOB,CLP,CNY,COP,EGP,HKD,IDR,ILS,INR,JPY,KRW,MAD,MYR,PEN,PHP,PKR,SAR,SGD,THB
2016-01-01,3.673,12.9725,1.371,1.8005,3.9597,1.3833,0.9997,24.885,6.8727,0.92,0.6785,7.0354,290.6045,17.2152,8.8502,1.4629,3.9502,4.1669,111.911,73.1563,8.4454,2.917,33.0439,24.0997,1,22551.4,15.4641,6.9306,708.6515,6.5092,3183.75,7.8358,7.7505,13793.15,3.8889,66.1325,120.2065,1176.21,9.9175,4.294,3.4148,46.9679,105.045,3.7538,1.4167,36.065
2016-01-02,3.6722,12.9835,1.371,1.8009,3.9591,1.3833,0.9997,24.8917,6.8727,0.92,0.6785,7.0344,289.88,17.2152,8.8502,1.4629,3.9295,4.1477,111.975,73.1563,8.4602,2.917,33.0518,24.0965,1,22548.5,15.4641,6.9297,708.651,6.5054,3183.35,7.8523,7.7505,13830,3.9002,66.1325,120.2065,1179.96,9.8989,4.294,3.4144,46.862,105.035,3.7538,1.4167,36.065
2016-01-03,3.6722,12.9833,1.371,1.8009,3.962,1.3833,0.9997,24.877,6.8691,0.92,0.6785,7.034,290.207,17.2152,8.8502,1.4629,3.9285,4.1633,111.247,73.43,8.4484,2.9181,32.975,24.125,1,22455,15.4641,6.9,708.6,6.5022,3174.5,7.8523,7.7505,13835,3.9024,66.1325,120.2065,1179.96,9.892,4.2975,3.4025,46.915,104.9,3.7538,1.4167,36.065
2016-01-04,3.673,13.0251,1.3857,1.7999,4.0026,1.3907,0.9997,24.8712,6.8683,0.9203,0.6787,7.0332,290.25,17.3157,8.8552,1.4778,3.9485,4.163,112.316,68.4005,8.4503,2.9448,33.0845,24.0902,1,22455,15.5545,6.9249,716.999,6.5233,3195.18,7.83,7.751,13937.35,3.9089,66.406,119.4845,1185.065,9.9235,4.3439,3.4217,47.1127,105.01,3.7536,1.4232,36.146
2016-01-05,3.673,13.3208,1.3931,1.8133,4.0282,1.3943,1.0057,25.0585,6.9195,0.9271,0.6806,7.0853,291.647,17.3165,8.9027,1.4879,3.9925,4.1945,113.2915,68.4005,8.5515,2.9736,33.1205,24.1436,1,22479.05,15.5861,6.9357,715.884,6.524,3206.975,7.831,7.7513,13869.75,3.9249,66.4948,119.219,1189.135,9.9655,4.3469,3.4328,46.963,105.3325,3.7529,1.4253,36.1307
2016-01-06,3.673,13.7043,1.4081,1.8192,4.0252,1.4052,1.009,25.1336,6.9388,0.9302,0.6827,7.1054,292.2935,17.4182,8.9389,1.5028,4.0248,4.2057,113.4585,70.3839,8.5956,3.0004,33.2738,23.7515,1,22409.55,15.7507,6.9056,714.3595,6.5482,3231.18,7.8299,7.7519,13898.6,3.9384,66.6569,118.6575,1197.535,9.9857,4.4008,3.4152,47.0296,104.9315,3.7529,1.4327,36.2061
2016-01-07,3.6731,13.8669,1.4224,1.8052,4.0372,1.4101,1.0027,24.9383,6.8826,0.9231,0.6847,7.0482,290.5505,17.6289,8.9367,1.507,4.0108,4.176,112.6455,74.7098,8.5448,3.0079,33.3175,23.3185,1,22344.05,15.9873,6.9009,717.927,6.5863,3244.045,7.8295,7.7533,13889.35,3.9375,66.7332,117.968,1198.61,9.9333,4.4001,3.4127,47.072,104.724,3.7565,1.4351,36.2691
2016-01-08,3.673,13.8813,1.4248,1.7964,4.0385,1.4107,0.9972,24.8253,6.8514,0.9184,0.6853,7.0188,289.5055,17.8275,8.8957,1.5125,3.9957,4.1587,112.136,74.8,8.5028,3.0008,33.3343,23.5715,1,22442.85,16.0644,6.8917,723.5995,6.5916,3257.45,7.8299,7.7591,13909.95,3.9261,66.6987,118.045,1201.71,9.9048,4.393,3.4053,47.1465,104.6655,3.7565,1.4365,36.2811
2016-01-09,3.6726,13.8205,1.4381,1.7916,4.0261,1.4171,0.995,24.7861,6.8313,0.9152,0.6888,7.0037,289.7605,17.9349,8.8656,1.5281,3.9976,4.1448,111.75,74.8,8.5,3.0182,33.4449,23.9025,1,22368,16.3153,6.877,728.2865,6.5928,3255.25,7.7937,7.763,13890.2,3.9257,66.836,117.2495,1194.985,9.8336,4.423,3.4071,47.2628,104.395,3.7562,1.4427,36.3316
2016-01-10,3.6726,13.8241,1.4382,1.7916,4.0262,1.4172,0.9951,24.7646,6.8326,0.9152,0.6888,7.0016,289.6945,17.9349,8.8655,1.5282,3.9972,4.1502,111.75,74.8,8.4989,3.0212,33.446,23.9025,1,22368,16.3157,6.877,728.3,6.5832,3255.25,7.7946,7.7629,13890.2,3.9257,66.836,117.238,1194.875,9.8336,4.423,3.4071,47.2655,104.395,3.7562,1.4427,36.33
2016-01-11,3.673,13.8288,1.4326,1.7944,4.0323,1.4164,0.9962,24.7889,6.8441,0.9172,0.6876,7.0128,290.6915,17.9125,8.896,1.5281,4.0022,4.1547,112.057,75.7425,8.5109,3.0308,33.3776,23.6755,1,22418.25,16.3157,6.8955,730.864,6.5596,3262.265,7.824,7.7609,13900.5,3.9318,66.758,117.413,1205.345,9.872,4.3987,3.4162,47.2245,104.684,3.7544,1.4374,36.2939
2016-01-12,3.6729,13.6377,1.4317,1.8007,4.0459,1.4237,1.0008,24.8818,6.8704,0.9208,0.6904,7.0508,292.289,17.8875,8.9144,1.5277,4.0133,4.1728,112.5145,73.5066,8.5317,3.0364,33.4271,23.3239,1,22475.25,16.7593,6.9276,731.291,6.574,3281.83,7.8303,7.7605,13911.45,3.9368,66.827,117.6615,1208.97,9.9178,4.3989,3.4335,47.3594,105.1805,3.7534,1.4373,36.3084
2016-01-13,3.6729,13.5041,1.4268,1.8047,4.0144,1.4255,1.0059,24.9315,6.8844,0.9227,0.6923,7.0737,291.4285,17.8575,8.8561,1.5255,4.0122,4.1801,112.9645,73.3762,8.5387,3.0219,33.3938,23.3756,1,22436.6,16.5131,6.9169,726.7975,6.5756,3288.03,7.8299,7.7602,13872.85,3.9383,66.7882,118.0825,1206.055,9.9301,4.3817,3.4286,47.4188,105.016,3.7514,1.4348,36.2697
2016-01-14,3.673,13.4648,1.4386,1.7965,4.0143,1.4364,1.0059,24.8293,6.8573,0.9188,0.6942,7.0446,290,17.9347,8.8125,1.5442,4.015,4.1676,112.7615,76.4063,8.5294,3.0285,33.5114,23.7142,1,22376.5,16.5617,6.8859,726.3355,6.5875,3262.84,7.8299,7.7751,13804.1,3.94,67.141,117.765,1212.635,9.903,4.3942,3.414,47.7388,104.5535,3.7509,1.4386,36.3146
2016-01-15,3.6729,13.313,1.4458,1.7938,4.0257,1.4448,1.0028,24.7783,6.8438,0.9172,0.6963,7.0298,288.7505,18.0302,8.7968,1.5537,4.0518,4.1604,112.6835,77.4449,8.556,3.0373,33.5757,24.1504,1,22465.95,16.6129,6.9297,731.391,6.5864,3257.69,7.83,7.7897,13947.05,3.95,67.5667,117.481,1214.48,9.8907,4.4037,3.4358,47.8223,105.2205,3.75,1.4396,36.3407
2016-01-16,3.6725,13.2462,1.4568,1.7916,4.0482,1.4538,1.0015,24.7634,6.8393,0.9162,0.7014,7.0171,288.8165,18.2666,8.8337,1.5476,4.1072,4.1562,112.52,77.751,8.5899,3.0484,33.5608,24.1755,1,22393.5,16.7867,6.9031,732.4925,6.581,3237.2,7.8223,7.7949,13976.25,3.9771,67.82,117.0135,1213.96,9.8845,4.425,3.4189,47.835,104.815,3.7493,1.4395,36.3538
2016-01-17,3.6727,13.2197,1.4569,1.7916,4.054,1.4538,1.0015,24.7085,6.8269,0.9161,0.7014,7.0263,288.609,18.266,8.8336,1.5476,4.1057,4.1576,112.5395,77.9,8.5683,3.0497,33.632,24.325,1,22420,16.7863,6.91,730.9,6.5538,3300.9,7.8092,7.7949,13872.5,3.965,67.82,117.013,1211.93,9.9048,4.4125,3.4345,47.89,105,3.7493,1.4395,36.3535
2016-01-18,3.6727,13.2197,1.4534,1.7937,4.0417,1.4532,1.0044,24.8025,6.8491,0.9176,0.7006,7.031,289.412,18.2323,8.8729,1.5494,4.1047,4.1618,112.9465,78.9545,8.5839,3.0394,33.5729,24.3725,1,22420,16.7854,6.9052,730.13,6.5732,3267.005,7.8308,7.797,13937.35,3.9575,67.7179,117.24,1212.21,9.8768,4.4024,3.4233,47.761,104.8625,3.7503,1.4394,36.3139
2016-01-19,3.6729,13.5065,1.4484,1.796,4.0508,1.4508,1.0052,24.8168,6.8528,0.9183,0.7023,7.0359,289.3495,18.1692,8.8557,1.5463,4.0864,4.1627,113.0885,78.8242,8.5636,3.0341,33.5739,24.6445,1,22307.75,16.7545,6.9106,728.54,6.5788,3302.735,7.8301,7.8085,13869.65,3.9599,67.6489,117.6605,1207.365,9.8915,4.3772,3.4317,47.6575,104.901,3.7503,1.4367,36.2873
2016-01-20,3.6729,13.4564,1.4544,1.7908,4.0788,1.4604,1.002,24.7493,6.8331,0.9155,0.706,7.0173,288.657,18.4113,8.848,1.5657,4.0923,4.151,112.6065,80.9361,8.5538,3.0471,33.7216,24.5181,1,22303.85,16.8231,6.8883,728.0105,6.5783,3314.245,7.8292,7.8222,13908.3,3.9718,67.9542,116.8575,1213.52,9.8743,4.3884,3.4263,47.8379,104.58,3.7518,1.4382,36.2949
2016-01-21,3.673,13.4612,1.4428,1.7988,4.1258,1.4433,1.0064,24.863,6.8621,0.9194,0.7055,7.0494,289.251,18.5351,8.8763,1.5501,4.1289,4.1672,112.9715,83.7059,8.5868,3.036,33.6976,24.5562,1,22352.05,16.6981,6.9225,727.182,6.5789,3338.855,7.8298,7.8157,13889,3.9718,67.9009,117.1375,1209.85,9.9023,4.3695,3.4472,47.8718,105.0665,3.7529,1.4374,36.2573
2016-01-22,3.6729,13.5844,1.4258,1.805,4.1353,1.4216,1.011,24.9638,6.8912,0.9232,0.7012,7.0821,288.991,18.5848,8.7691,1.5356,4.1284,4.1824,113.4635,79.4987,8.5737,3.0126,33.563,24.717,1,22389.75,16.5191,6.9314,721.0305,6.5793,3364.22,7.8306,7.799,13840.9,3.9771,67.6029,118.143,1199.835,9.9281,4.2957,3.4573,47.7807,105.2025,3.7533,1.4298,36.0915
2016-01-23,3.6725,13.561,1.4281,1.8116,4.0949,1.4122,1.016,25.0117,6.9067,0.9261,0.7011,7.1033,288.301,18.4429,8.7379,1.5409,4.1299,4.1978,113.8015,78.835,8.5963,3.0025,33.5626,24.7765,1,22464.5,16.4561,6.9314,718.3515,6.579,3330.3,7.8409,7.7989,13802.8,3.9822,67.466,118.776,1198.695,9.9496,4.2715,3.4745,47.7364,105.225,3.7531,1.4298,36.0051
2016-01-24,3.6725,13.5613,1.4281,1.8112,4.0949,1.4121,1.016,25.0125,6.9072,0.9261,0.7011,7.1034,288.3305,18.4419,8.7377,1.5409,4.1298,4.1979,113.88,78.835,8.5959,3.0041,33.56,24.7765,1,22464.5,16.4561,6.9314,720.775,6.5794,3330.3,7.8302,7.7989,13802.8,3.9822,67.466,118.775,1197.68,9.9414,4.2715,3.4745,47.735,105.225,3.7531,1.4298,36.005
2016-01-25,3.673,13.7064,1.4303,1.808,4.0938,1.418,1.0148,24.9734,6.8965,0.9244,0.7009,7.0841,288.39,18.492,8.7447,1.5413,4.1276,4.1845,113.785,79.3195,8.5709,3.0109,33.5187,24.7879,1,22336.45,16.4659,6.9215,717.2805,6.5771,3340.455,7.8339,7.7925,13860.1,3.977,67.5946,118.5645,1196.675,9.9311,4.2654,3.4657,47.9235,105.2115,3.7515,1.4286,35.9631
2016-01-26,3.6731,13.7734,1.4347,1.8038,4.0821,1.4219,1.0151,24.9125,6.8802,0.922,0.7014,7.0661,287.9605,18.5677,8.7434,1.5468,4.1261,4.1781,113.6305,76.1316,8.5601,3.0184,33.5522,24.7987,1,22254.65,16.5042,6.898,720.8195,6.5805,3331.85,7.8295,7.7956,13860.1,3.9711,67.7818,118.265,1201.06,9.9173,4.2753,3.4502,48.0103,104.9315,3.7506,1.4292,35.906
2016-01-27,3.673,13.8372,1.4218,1.7989,4.069,1.4105,1.0165,24.8533,6.8637,0.9199,0.6987,7.0504,287.9735,18.4456,8.6937,1.5394,4.106,4.1713,113.409,78.2928,8.5301,3.0021,33.5945,24.877,1,22219.15,16.3976,6.8977,716.9575,6.5787,3380.155,7.83,7.7923,13879.3,3.968,67.9451,118.423,1202.43,9.9039,4.2481,3.4585,47.9632,104.7275,3.7504,1.4278,35.819
2016-01-28,3.6729,13.8416,1.4161,1.7926,4.0951,1.408,1.0147,24.7621,6.8388,0.9166,0.6995,7.0214,287.5225,18.375,8.6505,1.5485,4.094,4.161,113.102,76.9433,8.5102,2.9856,33.6045,25.0077,1,22227.9,16.3339,6.9035,713.438,6.5763,3345.5,7.8298,7.7923,13860.1,3.9634,68.0825,118.732,1206.78,9.8809,4.1985,3.4607,47.8056,104.7885,3.75,1.4284,35.8372
2016-01-29,3.6729,13.8561,1.4102,1.795,4.0512,1.4034,1.0187,24.814,6.8528,0.9179,0.6987,7.0357,286.865,18.2504,8.655,1.5406,4.0782,4.1699,113.1425,75.9479,8.5442,2.9638,33.4794,25.3055,1,22176.55,16.0773,6.9013,711.4455,6.575,3313.58,7.8299,7.7899,13831.95,3.9542,67.8945,120.3105,1206.93,9.8959,4.1482,3.4633,47.7032,104.79,3.7502,1.4249,35.7398
2016-01-30,3.673,13.9305,1.4117,1.8057,3.9991,1.3975,1.0231,24.943,6.8887,0.9233,0.7021,7.0761,286.8895,18.111,8.6813,1.5429,4.0815,4.1886,113.95,75.487,8.5791,2.9545,33.471,25.797,1,22401.5,15.8747,6.9633,713.4515,6.5766,3307.05,7.8887,7.7822,13872.85,3.9614,67.823,121.1315,1205.315,9.9639,4.1425,3.4922,47.7037,105.7,3.75,1.424,35.6888
2016-01-31,3.6727,13.9297,1.4117,1.8057,3.9983,1.3975,1.0231,24.9444,6.8887,0.9233,0.7021,7.0776,287.2045,18.1106,8.6814,1.5429,4.0822,4.2054,112.9375,75.4892,8.5803,2.962,33.555,25.725,1,22203,15.8748,6.9,713.4,6.6058,3282,7.8898,7.7823,13872.85,3.9613,67.823,121.1345,1205.235,9.9259,4.1425,3.4695,47.705,104.8,3.75,1.4239,35.6885
2016-02-01,3.6729,13.9787,1.4135,1.8008,3.9918,1.4004,1.0212,24.8748,6.8694,0.9207,0.6994,7.0492,286.288,18.2095,8.68,1.5426,4.0597,4.1832,113.0495,76.2117,8.5552,2.9603,33.4092,25.6772,1,22252.7,15.9492,6.9336,713.211,6.5854,3303.445,7.85,7.7813,13785.1,3.9572,67.7989,121.199,1205.2,9.906,4.1611,3.4859,47.6715,105.2715,3.7501,1.4241,35.6323
2016-02-02,3.6729,14.11,1.4136,1.7933,3.9759,1.4004,1.0196,24.7701,6.8409,0.9168,0.6942,7.0244,285.1355,18.3581,8.7092,1.5358,4.0341,4.1407,112.492,78.3706,8.5469,2.9522,33.4764,25.6683,1,22214.8,16.0452,6.8999,712.305,6.579,3307.155,7.8295,7.7836,13689.3,3.9584,67.9042,120.6085,1208.535,9.8844,4.2084,3.4825,47.819,104.7935,3.7498,1.4256,35.7056
2016-02-03,3.6729,14.118,1.4149,1.7834,3.9637,1.398,1.0146,24.6323,6.8024,0.9121,0.6909,6.9886,283.9345,18.4437,8.6841,1.518,4.0197,4.1146,111.8435,78.4522,8.5298,2.9429,33.5176,25.7696,1,22256.3,16.2087,6.9095,711.1725,6.5782,3349.21,7.8296,7.7964,13699.9,3.958,68.012,119.1625,1213.445,9.8483,4.2093,3.4865,47.8727,104.8325,3.75,1.4275,35.8134
2016-02-04,3.673,14.1578,1.3898,1.7561,3.8866,1.3733,1.0013,24.246,6.6963,0.8976,0.6851,6.8755,278.879,18.175,8.5227,1.4942,3.9628,4.0468,110.0625,76.4371,8.4177,2.9112,33.2119,25.4523,1,22293,15.9073,6.8419,701.387,6.5733,3345.915,7.8295,7.7883,13642.65,3.9204,67.6383,117.5545,1194.815,9.7502,4.1238,3.4556,47.6685,103.5645,3.7499,1.4071,35.6163
2016-02-05,3.673,14.2212,1.3969,1.7494,3.8965,1.3775,0.9932,24.1884,6.6769,0.8945,0.688,6.8501,277.4195,18.2951,8.5359,1.4959,3.9511,4.0271,109.5175,77.1653,8.4253,2.9142,33.2436,25.854,1,22213.2,15.9087,6.8989,702.1875,6.5708,3347.01,7.8298,7.7886,13624.2,3.8894,67.6217,116.8745,1197.68,9.7359,4.1423,3.4794,47.6736,104.3895,3.7499,1.4005,35.5521
2016-02-06,3.673,14.361,1.4149,1.7553,3.9037,1.3917,0.991,24.2621,6.686,0.8962,0.6896,6.8679,276.8815,18.4467,8.5606,1.5091,3.9512,4.0304,109.655,77.255,8.4436,2.9202,33.3425,25.953,1,22125,16.0265,6.9107,705.15,6.5735,3334,7.8312,7.7916,13614.8,3.8828,67.781,116.8685,1206.27,9.7463,4.1608,3.4805,47.7872,105.01,3.7502,1.4081,35.5781
2016-02-07,3.673,14.3623,1.4149,1.7557,3.9038,1.3918,0.991,24.2676,6.6874,0.8962,0.6896,6.8674,276.9805,18.446,8.5598,1.5091,3.9524,4.0282,109.655,77.255,8.4461,2.9228,33.3425,25.953,1,22125,16.0271,6.9107,705.15,6.5738,3334,7.8319,7.7916,13614.8,3.8828,67.781,116.867,1206.42,9.7463,4.1608,3.4805,47.785,105.01,3.7502,1.4081,35.58
2016-02-08,3.673,14.3423,1.4108,1.754,3.9,1.3905,0.992,24.2721,6.6935,0.897,0.6912,6.8608,278.067,18.528,8.5836,1.5083,3.9681,4.0248,109.658,77.7392,8.4631,2.9317,33.4141,25.9844,1,22271,16.0643,6.9255,710.715,6.5725,3345.49,7.8351,7.7892,13642.65,3.8874,67.8733,116.6125,1207.075,9.7485,4.1778,3.4907,47.798,104.9065,3.7502,1.406,35.5356
2016-02-09,3.673,14.2834,1.4187,1.7413,3.8937,1.3901,0.9806,24.0745,6.6424,0.8903,0.6927,6.8029,277.1955,18.7419,8.5818,1.512,3.9632,3.9947,108.931,78.5857,8.4382,2.947,33.3604,25.8063,1,22171.1,16.1459,6.8781,713.7175,6.5738,3370.06,7.83,7.7945,13633.3,3.8827,68.0144,115.0595,1204.675,9.7087,4.1653,3.4743,47.7246,104.3635,3.7502,1.4023,35.4513
2016-02-10,3.673,14.2809,1.4122,1.7358,3.8992,1.3897,0.9739,23.9849,6.6231,0.8874,0.6903,6.7776,276.5515,18.7861,8.5582,1.5054,3.9307,3.9793,108.8015,78.7973,8.4271,2.9307,33.1881,25.8548,1,22152.8,15.9473,6.8838,713.0585,6.5727,3363.04,7.8287,7.7938,13514.4,3.8738,67.8658,114.634,1194.96,9.6916,4.1376,3.4848,47.4983,104.2415,3.7501,1.3943,35.3567
2016-02-11,3.673,14.4688,1.411,1.7285,3.9491,1.395,0.9719,23.9022,6.597,0.8839,0.6903,6.7474,275.4555,19.0446,8.5465,1.498,3.9102,3.9581,108.627,79.8969,8.3818,2.927,32.9874,25.9026,1,22197,15.8791,6.8909,713.543,6.5739,3393.1,7.8303,7.791,13459.05,3.8847,68.123,112.415,1198.825,9.6688,4.1276,3.4968,47.4883,104.373,3.7503,1.3901,35.2601
2016-02-12,3.673,14.6493,1.4081,1.7333,3.9905,1.3902,0.9749,23.9724,6.6173,0.8863,0.6902,6.7661,275.204,19.0999,8.577,1.5006,3.9119,3.9682,108.8815,79.3187,8.3969,2.9303,33.0435,26.1103,1,22328.8,15.8493,6.9194,710.2085,6.574,3407.24,7.8302,7.7893,13486.25,3.8848,68.2792,112.659,1206.495,9.6853,4.1596,3.5134,47.5141,104.725,3.7507,1.3948,35.4888
2016-02-13,3.673,14.6019,1.4069,1.738,4.0042,1.3849,0.977,24.0216,6.6315,0.8884,0.6894,6.7784,275.1775,18.9082,8.5777,1.5089,3.9059,3.9748,109.055,78.315,8.4028,2.9313,33.0546,26.2255,1,22318.5,15.8788,6.9234,704.508,6.5765,3447.9,7.8447,7.7901,13504.55,3.8807,68.115,113.2455,1207.125,9.7111,4.15,3.522,47.5405,104.45,3.7507,1.3978,35.5896
2016-02-14,3.6728,14.62,1.4069,1.7379,4.0021,1.3848,0.977,24.0602,6.6397,0.8884,0.6894,6.7854,275.7075,18.9081,8.5775,1.5089,3.9077,3.9903,108.6425,78.8095,8.4234,2.9361,33.0579,26.275,1,22273,15.8791,6.89,710.93,6.5456,3383,7.8574,7.7902,13554,3.8852,68.115,113.244,1209.05,9.6783,4.1725,3.5095,47.57,104.69,3.7507,1.3978,35.5895
2016-02-15,3.6731,14.7333,1.4001,1.7463,3.9977,1.3827,0.9826,24.1569,6.6689,0.8931,0.6903,6.8098,276.6235,18.8688,8.6061,1.5028,3.9281,3.9954,109.0345,77.4792,8.4565,2.9416,33.1105,26.5386,1,22367.35,15.8085,6.9136,703.305,6.5196,3420.21,7.8435,7.7858,13405.05,3.89,68.1125,114.001,1210.385,9.7283,4.1364,3.5177,47.4319,104.7655,3.7505,1.3992,35.6308
2016-02-16,3.6731,14.807,1.4003,1.7523,4.0193,1.3812,0.9874,24.2204,6.6897,0.8962,0.6946,6.8281,278.0115,18.7976,8.6119,1.5149,3.9458,4.0017,109.033,77.4575,8.4859,2.9576,33.1841,26.8053,1,22391.25,15.7407,6.8965,706.867,6.5189,3394.51,7.8296,7.7877,13443.3,3.9028,68.3118,114.236,1217.285,9.7494,4.1696,3.5096,47.4952,104.721,3.7506,1.4024,35.6338
2016-02-17,3.673,14.8485,1.4039,1.7551,4.0398,1.3821,0.9897,24.2556,6.6989,0.8974,0.6995,6.8363,278.7285,18.7225,8.611,1.5175,3.951,4.0019,109.7145,76.2645,8.5026,2.9677,33.3061,26.8958,1,22410.6,15.7011,6.8975,702.8565,6.5314,3391.65,7.8299,7.7892,13469.05,3.9032,68.4649,114.0235,1224.665,9.7589,4.2005,3.5062,47.5996,104.828,3.7505,1.4066,35.6319
2016-02-18,3.6731,14.9563,1.397,1.7588,4.0002,1.3688,0.993,24.3064,6.7134,0.8994,0.6985,6.8518,278.9115,18.2493,8.5641,1.5069,3.9496,4.0125,110.5405,75.5147,8.4836,2.9614,33.2775,26.7532,1,22402.55,15.4306,6.8948,701.223,6.5169,3350.9,7.8299,7.7825,13486.35,3.9052,68.4513,113.8435,1228.275,9.7732,4.1707,3.5087,47.5702,104.801,3.7505,1.4036,35.5797
2016-02-19,3.673,15.0312,1.4047,1.7603,4.0333,1.3772,0.992,24.3112,6.7143,0.8998,0.6984,6.8544,278.5155,18.2912,8.5856,1.5108,3.9448,4.0218,110.808,77.063,8.4486,2.9648,33.2992,26.5487,1,22365.6,15.4275,6.8803,702.2605,6.5209,3348.545,7.8297,7.7763,13513.6,3.9131,68.6999,112.9035,1233.35,9.7746,4.2164,3.5011,47.6325,104.629,3.7505,1.4063,35.7024
2016-02-20,3.673,14.972,1.3989,1.7572,4.0227,1.3768,0.9899,24.2672,6.7046,0.8985,0.6945,6.8606,277.115,18.2101,8.5572,1.5079,3.9274,4.0297,110.681,77.063,8.449,2.9525,33.3081,26.9065,1,22301.5,15.402,6.8727,700.5,6.5219,3334.35,7.8157,7.7755,13477.3,3.9122,68.71,112.5775,1231.625,9.7438,4.2055,3.4875,47.6761,104.5,3.7504,1.4052,35.7246
2016-02-21,3.6729,15.0679,1.3989,1.7573,4.0225,1.3767,0.9899,24.2742,6.7054,0.8985,0.6944,6.8606,277.145,18.2102,8.5572,1.508,3.9353,4.0302,110.67,77.7075,8.4491,2.9545,33.3047,27.065,1,22293,15.402,6.89,699.2,6.5283,3349,7.8113,7.7755,13472,3.9164,68.71,112.575,1235.18,9.7745,4.2055,3.4925,47.6765,104.75,3.7504,1.4052,35.7245
2016-02-22,3.6731,15.1,1.3912,1.7664,3.9885,1.374,0.9944,24.4239,6.7418,0.9031,0.7038,6.8899,278.2485,18.1294,8.5875,1.499,3.9478,4.046,111.435,75.6001,8.476,2.9465,33.2001,27.0384,1,22378.15,15.3206,6.8891,696.59,6.5263,3338.415,7.828,7.7709,13422.85,3.9115,68.6186,112.949,1229.44,9.8064,4.193,3.5073,47.6061,104.8055,3.7504,1.4026,35.7453
2016-02-23,3.673,15.2773,1.3833,1.7742,3.9538,1.3737,0.995,24.5374,6.7694,0.9072,0.7091,6.9203,278.894,18.1359,8.6033,1.4951,3.9629,4.0581,111.8735,76.105,8.4916,2.9379,33.2568,27.1939,1,22383.45,15.1988,6.8897,693.1895,6.5262,3338.025,7.8297,7.7698,13422.85,3.909,68.5886,112.277,1230.165,9.8231,4.2055,3.5202,47.6276,104.771,3.7503,1.4043,35.7386
2016-02-24,3.673,15.3032,1.3919,1.7767,3.9655,1.3793,0.9913,24.5645,6.7798,0.9085,0.7164,6.9296,280.9555,18.2314,8.6518,1.5093,3.9766,4.0665,112.1815,76.7418,8.5001,2.9417,33.332,27.2422,1,22378.65,15.3892,6.8666,695.9215,6.5262,3318.165,7.8299,7.7696,13431.9,3.9172,68.5557,111.794,1235.025,9.8313,4.2345,3.5202,47.6683,104.5305,3.7502,1.4068,35.7143
2016-02-25,3.6731,15.3539,1.3905,1.7745,3.9518,1.3663,0.9899,24.5421,6.7691,0.9072,0.7174,6.9154,281.66,18.1805,8.6577,1.4983,3.9617,4.0571,112.0825,76.0824,8.4954,2.933,33.2567,27.1715,1,22333.6,15.6214,6.8442,692.175,6.5262,3314.33,7.8293,7.7696,13422.85,3.9114,68.644,112.3925,1237.47,9.8236,4.2159,3.5207,47.6301,104.284,3.7502,1.4034,35.6726
2016-02-26,3.6731,15.4432,1.3882,1.7764,3.9654,1.3534,0.9919,24.5858,6.7805,0.9085,0.7167,6.9265,282.7825,18.1329,8.6365,1.4875,3.9629,4.0593,112.2395,75.3256,8.5093,2.9461,33.2625,27.1691,1,22340.2,15.7589,6.8632,690.8515,6.5262,3326.4,7.8299,7.7702,13395.9,3.9047,68.7406,113.1575,1237.47,9.8355,4.2094,3.5319,47.5435,104.537,3.75,1.4024,35.6835
2016-02-27,3.673,15.567,1.4029,1.7881,3.9948,1.3513,0.9967,24.6861,6.8236,0.9147,0.7209,6.9728,284.936,18.2743,8.6886,1.5087,4.0015,4.0837,113.01,76.7121,8.564,2.9924,33.3386,27.3555,1,22505.5,16.1667,6.9284,693.5005,6.5374,3341.2,7.895,7.7754,13431.85,3.9131,68.741,113.9805,1244.275,9.9121,4.2225,3.558,47.5181,105.48,3.7502,1.4077,35.7469
2016-02-28,3.673,15.5779,1.403,1.7881,3.994,1.3513,0.9967,24.7404,6.8272,0.9147,0.7209,6.9753,285.0205,18.2741,8.6889,1.5086,4.0013,4.0852,111.539,76.2401,8.5617,2.9931,33.248,27.225,1,22320,16.1664,6.87,693.15,6.5374,3329,7.9009,7.7754,13370,3.9165,68.741,113.981,1245.005,9.816,4.2225,3.5255,47.545,104.65,3.7502,1.4077,35.747
2016-02-29,3.673,15.5828,1.4014,1.7932,3.9912,1.3536,0.9982,24.7994,6.8404,0.9168,0.7206,6.9903,285.082,18.2134,8.6976,1.5171,3.9977,4.0979,113.1095,75.5708,8.5593,2.9725,33.2905,27.2953,1,22425.15,16.0452,6.9007,695.427,6.5543,3332.06,7.8548,7.7756,13369,3.9079,68.4857,113.163,1240.715,9.8912,4.2092,3.5409,47.463,105.1335,3.7502,1.4074,35.681
2016-03-01,3.673,15.8347,1.3986,1.7994,3.9955,1.3498,0.9984,24.8812,6.8607,0.9197,0.717,7.0082,284.992,18.043,8.6765,1.5135,3.9923,4.1092,113.494,74.1432,8.5923,2.9508,33.1442,27.2024,1,22356.1,15.7599,6.8648,694.8845,6.5543,3315.415,7.8297,7.7732,13351.15,3.8984,67.9761,113.0455,1233.2,9.9039,4.1645,3.5229,47.3228,104.7565,3.75,1.4026,35.6168
